Time,Ay,Bk_Stat,GearStat,Pitch,Roll,Roll_E,Roll_L1,Roll_L2,Roll_R1,Roll_R2,Rot_L1,Rot_L2,Rot_R1,Rot_R2,Steer_SW,Vx,VxTarget,Vxz_Fwd,Xo,Xpreview,X_Design,X_L1,X_L2,X_R1,X_R2,X_Target,Yaw,Yaw_L1,Yaw_L2,Yaw_R1,Yaw_R2,Yo,Ypreview,Y_Design,Y_L1,Y_L2,Y_R1,Y_R2,Y_Target,Zcg_SM,Zo,Z_L1,Z_L2,Z_R1,Z_R2
21.975, -0.5637802110232, 0, 6, 1.357357176296, 3.165184601509, 3.166073917151, 4.127350722179, 5.513545690834, 2.15496070195, 2.111388857724, 325.9432475908, 326.5909856734, 325.6897972312, 326.4418358099, -24.23729861317, 100.028608927, 100, 100.0383562884, 648.9125214021, 661.5819106879, 649.1031157732, 649.4507547057, 647.8820573307, 648.3573977473, 646.7860260739, 649.1031157732, -47.59774311568, -48.77574660512, -48.01103673767, -49.16868189248, -47.52891845488, -160.8888410227, -174.7902268304, -160.7132567119, -160.4107277507, -158.6873641582, -161.4035004971, -159.6844453929, -160.7132567119, 41.57983904477, 41.17791981614, 41.55504489954, 41.59178135888, 41.46005207535, 41.49426590184
22, -0.5579691552333, 0, 6, 1.349539769612, 3.120574140213, 3.121440824501, 4.090834610357, 5.47724173268, 2.108592212946, 2.0551635549, 326.3159965893, 326.9643204004, 326.0586431876, 326.8118681642, -24.2264267334, 100.027870429, 100, 100.0373791541, 649.3824106551, 661.9850638774, 649.5735000683, 649.9230943902, 648.3626831074, 648.8249684279, 647.2618489754, 649.5735000683, -47.87286232586, -49.04905634784, -48.29007514632, -49.44312242321, -47.7992843309, -161.4006472671, -175.3624943311, -161.2262497327, -160.9249014307, -159.1940652309, -161.9124762328, -160.1859164476, -161.2262497327, 41.56949332861, 41.16771578499, 41.54449866866, 41.58119704603, 41.45058866735, 41.48462217624
22.025, -0.5499351152903, 0, 6, 1.345107848164, 3.079435206299, 3.080284833485, 4.053155772525, 5.434810469123, 2.068125768352, 2.003660972018, 326.6887184622, 327.3376272763, 326.4275024623, 327.1819144697, -24.20786964373, 100.0272478446, 100, 100.0366493715, 649.8498173117, 662.3862089175, 650.0414606723, 650.392927174, 648.8407351018, 649.2900967794, 647.7351754647, 650.0414606723, -48.14487178309, -49.32043822147, -48.5642865658, -49.71449010904, -48.06777904656, -161.9146821972, -175.9360176192, -161.7414189482, -161.4412988434, -159.7031152914, -162.4237181041, -160.6897767181, -161.7414189482, 41.55934514525, 41.15764244333, 41.53392233683, 41.57074251136, 41.44110149954, 41.47510699546
22.05, -0.5413006670184, 0, 6, 1.343773875845, 3.041062178952, 3.041899535133, 4.013678849469, 5.387795650177, 2.032322620099, 1.95793303224, 327.0614177381, 327.7109118557, 326.7963731847, 327.5519757796, -24.17191546768, 100.0266998984, 100, 100.0361183242, 650.3147559817, 662.7852179982, 650.5069824271, 650.8602732109, 649.3162529147, 649.7527929282, 648.2060331872, 650.5069824271, -48.41440713143, -49.58974799464, -48.83410983571, -49.98294689026, -48.33524955978, -162.4309151226, -176.5109084999, -162.2587508435, -161.9598923572, -160.2144646092, -162.9371876794, -161.1959676916, -162.2587508435, 41.54933363864, 41.14764443624, 41.52327218415, 41.56032937703, 41.43155964795, 41.46564976191
22.075, -0.5337010687011, 0, 6, 1.344723011739, 3.004060253556, 3.004888571589, 3.971705779409, 5.338049617219, 1.998780620689, 1.917053335397, 327.4341003968, 328.0841806914, 327.1652523548, 327.922049193, -24.1097858307, 100.0261716355, 100, 100.0356974384, 650.7772408319, 663.1819192481, 650.9700677298, 651.3251523749, 649.7892825578, 650.2130663911, 648.6744537036, 650.9700677298, -48.68226953052, -49.85684566974, -49.10058468909, -50.24863911078, -48.60224801387, -162.9493204686, -177.0873124414, -162.7782315847, -162.4806585542, -160.728064701, -163.4528464569, -161.7044278199, -162.7782315847, 41.53938505183, 41.1376639285, 41.51252358452, 41.54987178194, 41.42195288951, 41.45619195174
22.1, -0.5278216271908, 0, 6, 1.346917403136, 2.966618301197, 2.967438949083, 3.92707988135, 5.286910046578, 1.964823652153, 1.878688513619, 327.806772592, 328.4574396683, 327.5341368528, 328.2921297868, -24.0351690518, 100.0256180353, 100, 100.035300443, 651.2372811622, 663.5761391385, 651.4307180749, 651.7875792084, 650.2598651262, 650.6709232586, 649.140464494, 651.4307180749, -48.94923533929, -50.12173158599, -49.36489430981, -50.51179740998, -48.86924034643, -163.4698787569, -177.665370061, -163.2998492898, -163.0035793503, -161.2438745257, -163.970660457, -162.2151015822, -163.2998492898, 41.5294311093, 41.12765295111, 41.50167952805, 41.53930631792, 41.41229845856, 41.44669436309
22.125, -0.5237717156939, 0, 6, 1.349271005659, 2.927015501215, 2.927828007434, 3.879734067659, 5.234891223559, 1.92818421199, 1.84022651888, 328.1794397552, 328.8306932219, 327.9030236172, 328.6622128796, -23.9484527541, 100.0250117817, 100, 100.0348680265, 651.694881537, 663.9677360671, 651.8889347923, 652.2475626728, 650.728030349, 651.1263655682, 649.604084993, 651.8889347923, -49.21591800707, -50.38532184648, -49.62814501818, -50.7737690297, -49.13637955221, -163.9925749865, -178.2451884211, -163.8235923018, -163.5286396278, -161.761862177, -164.4906006404, -162.7279441581, -163.8235923018, 41.51942045405, 41.1175814871, 41.49075602264, 41.52859675392, 41.4026208109, 41.43713238709
22.15, -0.521705643514, 0, 6, 1.350808523867, 2.884100008643, 2.884902407701, 3.829795984658, 5.182944541615, 1.88741262761, 1.800042646597, 328.552105223, 329.203943977, 328.271910482, 329.0322947565, -23.8429326555, 100.0243347683, 100, 100.0343524816, 652.1500434147, 664.3566149828, 652.3447184467, 652.705105876, 651.1937947634, 651.5793928911, 650.0653256293, 652.3447184467, -49.48271336837, -50.64781381638, -49.89127929825, -51.0349364515, -49.4036395424, -164.5173958228, -178.8268301191, -164.3494484923, -164.0558246848, -162.2820039704, -165.0126435724, -163.2429223682, -164.3494484923, 41.50932174745, 41.1074375223, 41.47977539314, 41.51773229591, 41.39294096003, 41.42749359425
22.175, -0.5213785407293, 0, 6, 1.350904796996, 2.837419938208, 2.838209441293, 3.777711040563, 5.131783789695, 1.841912529532, 1.756835347544, 328.924769895, 329.57719223, 328.6407966328, 329.4023720916, -23.71282291609, 100.0235905403, 100, 100.0337314448, 652.602765681, 664.7427510836, 652.7980678448, 653.1602063238, 651.6571592811, 652.0300035213, 650.5241864178, 652.7980678448, -49.74971270432, -50.90883165412, -50.15490235778, -51.29514319707, -49.67091891753, -165.0443270056, -179.4102953341, -164.8774040661, -164.5851186341, -162.8042847131, -165.5367710143, -163.7600169145, -164.8774040661, 41.49912519599, 41.09722377628, 41.46876401543, 41.5067346353, 41.38327711697, 41.41778908258
22.2, -0.5221105861972, 0, 6, 1.349440590995, 2.787145180954, 2.787918992402, 3.724136572459, 5.081315738027, 1.791781326145, 1.709657160988, 329.2974323721, 329.9504360231, 329.0096829611, 329.7724429959, -23.55332151415, 100.0227981398, 100, 100.0330092488, 653.0530449954, 665.1261961536, 653.2489795107, 653.6128571336, 652.1181101267, 652.4781955016, 650.9806577539, 653.2489795107, -50.01669160686, -51.16789222835, -50.41916286005, -51.55383365817, -49.93759133698, -165.5733518708, -179.9955195694, -165.4074428538, -165.1165036994, -163.3286953184, -166.0629690744, -164.2792209091, -165.4074428538, 41.48884232348, 41.08695429241, 41.45774993088, 41.49564790078, 41.37364642243, 41.40804738253
22.225, -0.5230683547656, 0, 6, 1.346655756105, 2.733946738704, 2.734702627429, 3.669939937907, 5.03101799522, 1.737727451023, 1.65840282972, 329.6700897192, 330.3236720492, 329.3785717054, 330.142507819, -23.36024756506, 100.0219835942, 100, 100.0322050552, 653.5008772159, 665.5070517587, 653.6974473524, 654.0630490323, 652.5766246186, 652.9239668016, 651.4347242453, 653.6974473524, -50.28322843718, -51.42441468438, -50.68379386527, -51.81037167283, -50.20321611403, -166.1044516496, -180.5823990305, -165.9395553694, -165.6499606327, -163.8552289537, -166.5912264023, -164.8005343097, -165.9395553694, 41.47850086594, 41.07665224035, 41.44676218618, 41.48452210998, 41.36406545303, 41.39830028528
22.25, -0.523354087794, 0, 6, 1.342899450601, 2.678853691925, 2.67959019895, 3.616123850108, 4.980386527494, 1.681161225054, 1.603859476634, 330.0427384571, 330.6968966423, 329.7474657533, 330.5125687004, -23.12982297392, 100.0211851294, 100, 100.0313628858, 653.9462599571, 665.8854410965, 654.1434534366, 654.5107735575, 653.0326777746, 653.367316522, 651.8863694085, 654.1434534366, -50.54882551973, -51.67782781628, -50.94816308479, -52.06412989593, -50.46748757095, -166.637605723, -181.1708157838, -166.4737323375, -166.1854681303, -164.3838777066, -167.1215316743, -165.3239584538, -166.4737323375, 41.46813693088, 41.06634705319, 41.43582467088, 41.47340208713, 41.35454435943, 41.38857411857
22.275, -0.522494616586, 0, 6, 1.338551390603, 2.623081854312, 2.623798342685, 3.56326285086, 4.929215981052, 1.623763056918, 1.547356681554, 330.4153748177, 331.0701061574, 330.1163685206, 330.8826288522, -22.86822638555, 100.0204417447, 100, 100.0305403403, 654.3891957783, 666.2615058031, 654.5869841832, 654.956026955, 653.4862467776, 653.8082483033, 652.3355796111, 654.5869841832, -50.81293578845, -51.92749018926, -51.21156712408, -52.3142113569, -50.72973328978, -167.1727898168, -181.760641158, -167.0099620504, -166.7229999964, -164.9146301001, -167.6538707469, -165.8494928934, -167.0099620504, 41.45778592965, 41.056066883, 41.42494498482, 41.46232334722, 41.34507733252, 41.37888760602
22.3, -0.520420587745, 0, 6, 1.334049186265, 2.567767011389, 2.568463659014, 3.511563771396, 4.877481678091, 1.566991377071, 1.490262359034, 330.7879951471, 331.4432969878, 330.4852837615, 331.2526919255, -22.58180093146, 100.0197866455, 100, 100.0297886118, 654.8296927669, 666.6354036123, 655.0280261238, 655.3988116257, 653.9373134935, 654.2467715446, 652.7823460455, 655.0280261238, -51.07498149988, -52.1731934341, -51.47319671719, -52.56023836131, -50.98976200615, -167.7099753118, -182.3517381352, -167.5482329709, -167.2625253325, -165.4474700186, -168.1882252678, -166.3771337606, -167.5482329709, 41.44747592822, 41.04583131391, 41.41411916244, 41.45131123821, 41.33565095096, 41.36925454949
22.325, -0.5170367131477, 0, 6, 1.329864916677, 2.513722511591, 2.51440020539, 3.461053266358, 4.824892591479, 1.511856304305, 1.433423619989, 331.16059604, 331.8164657344, 330.8542154431, 331.6227613694, -22.27254314279, 100.0192475192, 100, 100.0291527594, 655.2677632128, 667.0072954564, 655.4665655842, 655.8391354761, 654.3858660837, 654.6829008474, 653.2266654134, 655.4665655842, -51.33440441164, -52.4147621801, -51.73217231963, -52.80189879501, -51.24696178119, -168.2491305738, -182.9439720091, -168.0885334514, -167.8040099805, -165.9823766277, -168.724573233, -166.9068725848, -168.0885334514, 41.43722555776, 41.03564967775, 41.40333801477, 41.44038004809, 41.32625220724, 41.35968506867
22.35, -0.5123109762106, 0, 6, 1.326377989243, 2.461393204243, 2.462053296629, 3.411650218492, 4.771022778853, 1.458920920751, 1.377461059091, 331.5331746809, 332.1896097094, 331.2231674116, 331.9928407828, -21.94219825795, 100.018840567, 100, 100.0286664325, 655.7034231247, 667.3773246196, 655.9025891936, 656.277011475, 654.8319013022, 655.1166548555, 653.6685411381, 655.9025891936, -51.59074350489, -52.65170437482, -51.98792203179, -53.03876387652, -51.50118085308, -168.7902225326, -183.5372267608, -168.6308523618, -168.3474180256, -166.5193237641, -169.2628891905, -167.4386941319, -168.6308523618, 41.42704311601, 41.02552271839, 41.39259037524, 41.42952722616, 41.31686940306, 41.35017750413
22.375, -0.5064764915118, 0, 6, 1.323717539273, 2.410950008314, 2.4115939651, 3.363230583382, 4.715945040096, 1.408480163202, 1.323075770139, 331.9057295758, 332.5627271181, 331.5921429264, 332.3629332768, -21.59211100363, 100.0185719857, 100, 100.0283453865, 656.1366928109, 667.74560455, 656.3360844687, 656.7124578814, 655.2754256125, 655.5480555475, 654.1079840624, 656.3360844687, -51.84367628997, -52.88401297493, -52.23983494891, -53.27066010367, -51.75214539028, -169.3332175614, -184.1314136726, -169.1751798501, -168.8927130115, -167.0582803753, -169.8031440348, -167.9725756917, -169.1751798501, 41.41692584205, 41.01544508486, 41.38186523835, 41.41873564143, 41.30749128805, 41.34071731693
22.4, -0.4997581334979, 0, 6, 1.321777613018, 2.362392323396, 2.363021447264, 3.316023539857, 4.660100652962, 1.360634559461, 1.270713840564, 332.2782600676, 332.9358167214, 331.9611447187, 332.7330410008, -21.22343312266, 100.0184453187, 100, 100.0281959853, 656.5675975074, 668.1122346737, 656.7670402358, 657.1454980386, 655.716452895, 655.9771290578, 654.5450112632, 656.7670402358, -52.09295415191, -53.11193925666, -52.48769136859, -53.49768498189, -51.9997393358, -169.878080816, -184.7264577117, -169.7215012824, -169.439856843, -167.5992120533, -170.3453052488, -168.5084894961, -169.7215012824, 41.40686183887, 41.00540698437, 41.37115246748, 41.40798280761, 41.29810668462, 41.33128471646
22.425, -0.4927662381329, 0, 6, 1.320346240459, 2.31559602446, 2.316211337252, 3.269630360842, 4.603999523214, 1.31490652919, 1.2204128058, 332.6507652202, 333.3088771677, 332.3301755896, 333.1031652313, -20.83734975128, 100.0184533009, 100, 100.0282074674, 656.9961664348, 668.4773180182, 657.1954559576, 657.5761588392, 656.1550011725, 656.4039057893, 654.9796438257, 657.1954559576, -52.33833336105, -53.33506830747, -52.73105091132, -53.71953065249, -52.24362133788, -170.4247758516, -185.3222832156, -170.2698021461, -169.9888090925, -168.1420826742, -170.8893382945, -169.0464055157, -170.2698021461, 41.39683391173, 40.99539543433, 41.3604442415, 41.39724840824, 41.28870732902, 41.32186122307
22.45, -0.4857139493279, 0, 6, 1.319184150842, 2.270301649186, 2.270903851689, 3.224020481113, 4.548008767546, 1.270808494929, 1.171799886788, 333.0232442415, 333.6819070996, 332.6992383111, 333.4733064599, -20.43502905292, 100.0185853485, 100, 100.0283603223, 657.4224296564, 668.8409548153, 657.6213230169, 658.0044682851, 656.5910904925, 656.8284173277, 655.4119044432, 657.6213230169, -52.57958894275, -53.55294072035, -52.96989864877, -53.93603422157, -52.48355592841, -170.9732663767, -185.9188187316, -170.8200737438, -170.5395296578, -168.6868559579, -171.4352082465, -169.5862928566, -170.8200737438, 41.38682424708, 40.98539735315, 41.34973978379, 41.38651682522, 41.27929298125, 41.31243317476
22.475, -0.4786184830097, 0, 6, 1.318033511919, 2.226218011105, 2.226807478545, 3.17936429785, 4.492367882105, 1.227869139566, 1.124358634484, 333.395696582, 334.0549050122, 333.0683355277, 333.8434647702, -20.01773422785, 100.0188321713, 100, 100.0286367475, 657.8464176448, 669.2032438679, 658.0446309624, 658.4304550167, 657.0247417382, 657.2506956879, 655.8418164484, 658.0446309624, -52.81650493787, -53.76543002721, -53.20411888861, -54.14707467581, -52.71924249434, -171.5235165497, -186.5159957549, -171.372306362, -171.0919791167, -169.233495863, -171.9828803579, -170.1281205124, -171.372306362, 41.37681820581, 40.97540320654, 41.33904433715, 41.37577757046, 41.26986799667, 41.30299078804
22.5, -0.4714964978555, 0, 6, 1.316633878969, 2.183156003235, 2.183732830076, 3.135874295164, 4.437370146917, 1.185789502427, 1.077761414775, 333.7681215796, 334.4278692303, 333.4374697607, 334.2136401714, -19.58678020566, 100.0191843781, 100, 100.0290195809, 658.2681619373, 669.5642863591, 658.4653689846, 658.8541484756, 657.455976187, 657.6707735295, 656.2694036584, 658.4653689846, -53.048859828, -53.97236843595, -53.4336203962, -54.3525687906, -52.95032293374, -172.0754903739, -187.1137457268, -171.92649007, -171.6461178538, -169.7819664632, -172.5323199022, -170.6718576187, -171.92649007, 41.36680575797, 40.96540815414, 41.32836563489, 41.36502550784, 41.26043669671, 41.29352669536
22.525, -0.4643618925358, 0, 6, 1.314776929532, 2.141087726149, 2.141651832449, 3.093806655097, 4.383433306369, 1.144467978307, 1.031816972977, 334.1405183199, 334.8007977882, 333.8066435069, 334.5838325286, -19.14357312138, 100.0196338786, 100, 100.0294923705, 658.6876954439, 669.9241915664, 658.8835256793, 659.2755790602, 657.8848149162, 658.0886845607, 656.6946900774, 658.8835256793, -53.27640539876, -54.1735799308, -53.65832181361, -54.55238405691, -53.17654753263, -172.6291509973, -187.7119957236, -172.4826143897, -172.2019055627, -170.3322321188, -173.0834921527, -171.2174740186, -172.4826143897, 41.35678200307, 40.95541147713, 41.31771250594, 41.35426381932, 41.25100265699, 41.2840389645
22.55, -0.4570857491181, 0, 6, 1.312384442314, 2.100136902552, 2.100688197582, 3.053454254116, 4.330777406592, 1.103991692991, 0.9863475094727, 334.5128854721, 335.1736883515, 334.1758593525, 334.9540417063, -18.68966952949, 100.020174984, 100, 100.0300442428, 659.1050523561, 670.2830817002, 659.299088739, 659.6947781814, 658.3112784209, 658.5044638407, 657.1176996898, 659.299088739, -53.49885012966, -54.36882404853, -53.87807236649, -54.74632678623, -53.39747436612, -173.1844601613, -188.3106650446, -173.0406678486, -172.7593008971, -170.8842573064, -173.6363623497, -171.7649405413, -173.0406678486, 41.34674771105, 40.94541553945, 41.30709414139, 41.34350386613, 41.24156901666, 41.27453220075
22.575, -0.4496141911136, 0, 6, 1.309504496756, 2.060579634982, 2.061118165145, 3.014906577502, 4.279485436891, 1.064803103351, 0.9413611178964, 334.8852213028, 335.5465382615, 334.5451199995, 335.3242679913, -18.22678564297, 100.0207969966, 100, 100.0306608495, 659.5202690071, 670.6410927539, 659.7120293173, 660.1117789139, 658.7353874606, 658.9181485244, 657.5384573, 659.7120293173, -53.71585944002, -54.55782006421, -54.09247599404, -54.93431899854, -53.61271782932, -173.7413776487, -188.9096648162, -173.6010241624, -173.3182611619, -171.4380056761, -174.1908949991, -172.314228245, -173.6010241624, 41.33670866228, 40.93542520113, 41.29652220386, 41.33276090363, 41.23213672534, 41.26501368944
22.6, -0.4422546760965, 0, 6, 1.306150962025, 2.023024453735, 2.023550455583, 2.979425588738, 4.229801702247, 1.026892026022, 0.8973697883251, 335.2575242504, 335.9193450155, 334.9144280117, 335.694511846, -17.75647830337, 100.0214647662, 100, 100.0312815582, 659.9333837731, 670.9983487485, 660.1213660648, 660.5266134832, 659.1571652643, 659.3297759482, 657.956989482, 660.1213660649, -53.9271508163, -54.74019889969, -54.30136150275, -55.11578379356, -53.82202895087, -174.2998625564, -189.5089168409, -174.1640586388, -173.878746813, -171.9934396868, -174.747054562, -172.8653061779, -174.1640586388, 41.32667533221, 40.92545077999, 41.28604644983, 41.32205155502, 41.22270901744, 41.25548826792
22.625, -0.4338049061162, 0, 6, 1.301966236266, 1.988266773825, 1.988780423162, 2.94898366105, 4.182154186036, 0.9913502101738, 0.8552150446988, 335.629794223, 336.2921073756, 335.2837850215, 336.0647729849, -17.27967767, 100.0221932639, 100, 100.0319248754, 660.3444352678, 671.3549250259, 660.5273442712, 660.9393155242, 659.5766399205, 659.7393802241, 658.3733252922, 660.5273442713, -54.13261532555, -54.91649882298, -54.50449554525, -55.29133173376, -54.02528472332, -174.8598777229, -190.1083797786, -174.729144073, -174.4407201642, -172.5505213103, -175.3048064651, -173.4181397321, -174.729144073, 41.31666525478, 40.91551718151, 41.27569988311, 41.31139041468, 41.2133218652, 41.24595651431
22.65, -0.4239355894756, 0, 6, 1.296707439743, 1.956662636871, 1.957164039183, 2.922394673687, 4.136847893307, 0.9593933565736, 0.8150820715496, 336.0020301475, 336.6648241297, 335.6531924885, 336.4350520839, -16.79755802868, 100.0229988936, 100, 100.0326505397, 660.7534660935, 671.7109266109, 660.9306123224, 661.3499277928, 659.9938423429, 660.1470021596, 658.7874976598, 660.9306123224, -54.33205187786, -55.08694965138, -54.70153446101, -55.46097976914, -54.22223986152, -175.4213832174, -190.7079917384, -175.2958161305, -175.0041334181, -173.1092097991, -175.8641121361, -173.9726939287, -175.2958161305, 41.30669377047, 40.90564469493, 41.26544065529, 41.30078512958, 41.20396508551, 41.23642315524
22.675, -0.4133819960965, 0, 6, 1.290872947421, 1.928326521397, 1.928816219314, 2.897941794616, 4.095305867545, 0.9316575574319, 0.7774866498988, 336.374229432, 337.0374926252, 336.0226523878, 336.8053561611, -16.31192172792, 100.0238623179, 100, 100.033460893, 661.1605243563, 672.0665142441, 661.3318240957, 661.7585007569, 660.4088059751, 660.5526926144, 659.1995441617, 661.3318240957, -54.52508821102, -55.25133666137, -54.89228015496, -55.62417801614, -54.41265703402, -175.9843295303, -191.30765213, -175.8636222385, -175.568930664, -173.6694618431, -176.4249276128, -174.5289325649, -175.8636222385, 41.29676469952, 40.89582707625, 41.25520250758, 41.29026023048, 41.19459385697, 41.22689324468
22.7, -0.401933139161, 0, 6, 1.285961904613, 1.903508362533, 1.903988081383, 2.87476701348, 4.056338175243, 0.9083342607156, 0.7423125299888, 336.746388399, 337.4101094907, 336.3921673239, 337.175689171, -15.82515473663, 100.0248391373, 100, 100.0344432148, 661.5656619438, 672.4218973135, 661.7316331869, 662.165088961, 660.8215651764, 660.9565098839, 659.6095048352, 661.7316331869, -54.71120044631, -55.40923430028, -55.07651777881, -55.78040174208, -54.59598490365, -176.5486569216, -191.9072280943, -176.432113322, -176.1350520735, -174.2312324772, -176.9872058186, -175.086820174, -176.432113322, 41.28687506819, 40.88603112116, 41.24492129785, 41.27986267993, 41.18515896915, 41.21739787113
22.725, -0.38900387288, 0, 6, 1.283924097023, 1.881869720422, 1.882342479784, 2.85216234033, 4.017229331086, 0.8887980944167, 0.708696473528, 337.1185041053, 337.7826719537, 336.7617399195, 337.546053906, -15.33934095455, 100.0259431667, 100, 100.0356504604, 661.9689294381, 672.7772618892, 662.1306908304, 662.5697494994, 661.2321622189, 661.3585142151, 660.017425128, 662.1306908304, -54.88997424005, -55.56034478769, -55.25355904708, -55.92919437324, -54.77196812316, -177.1143042354, -192.5066061884, -177.0008403754, -176.702439658, -174.7944696289, -177.5508981566, -175.6463155811, -177.0008403754, 41.27701486811, 40.87620736762, 41.23453402523, 41.26958576507, 41.17562170801, 41.20795721904
22.75, -0.3748328834156, 0, 6, 1.286077480389, 1.862384869431, 1.862854301409, 2.828969133139, 3.976076608127, 0.8719866047226, 0.6768040826263, 337.4905764275, 338.1551795442, 337.1313711056, 337.9164527947, -14.85528819814, 100.0271544198, 100, 100.0370750344, 662.3703774661, 673.132690327, 662.5296719211, 662.9725423846, 661.6406559947, 661.7587640213, 660.4233613427, 662.5296719211, -55.06138763067, -55.70465570994, -55.42295339974, -56.07079523002, -54.94103460951, -177.6812165822, -193.1057473704, -177.5697073982, -177.2710412841, -175.359115281, -178.1159536728, -176.2073646521, -177.5697073982, 41.26715776564, 40.86630264021, 41.22398146159, 41.25937098923, 41.16595677441, 41.19854874136
22.775, -0.3611127441558, 0, 6, 1.292612536178, 1.843828458918, 1.844297946494, 2.804842215241, 3.932246650774, 0.8559149901594, 0.6469137467978, 337.8626077641, 338.5276341486, 337.5010594769, 338.2868857635, -14.37251369284, 100.0283871733, 100, 100.0385844958, 662.7700596178, 673.4881587653, 662.9274365753, 663.3735274037, 662.0471205142, 662.1573150244, 660.8273798908, 662.9274365753, -55.22580815222, -55.84314991749, -55.58468989903, -56.2062383007, -55.10380546572, -178.2493467324, -193.7046859279, -178.1399171173, -177.8408151631, -175.9251088459, -178.682319262, -176.7699024996, -178.1399171173, 41.25726176116, 40.85627082606, 41.21326958329, 41.24913383275, 41.156145846, 41.18912267515
22.8, -0.3479872282315, 0, 6, 1.30209251231, 1.825383167021, 1.825854798687, 2.782449666218, 3.886273405944, 0.8381270079747, 0.6191974881988, 338.2346038798, 338.9000403943, 337.8708020223, 338.6573489686, -13.88888690451, 100.0295813532, 100, 100.0400444889, 663.1680289634, 673.8435066893, 663.3235306887, 663.7727575176, 662.4516398922, 662.5542135263, 661.229551873, 663.3235306887, -55.38407129916, -55.97620498046, -55.73935755965, -56.33576689478, -55.26116263469, -178.8186612874, -194.3035480207, -178.7110788054, -178.4117335832, -176.4923928486, -179.2499471955, -177.333856972, -178.7110788054, 41.24728708976, 40.84610098652, 41.20248432172, 41.23879000258, 41.14625375001, 41.17961643231
22.825, -0.3351456366416, 0, 6, 1.311879547133, 1.805898141036, 1.806371777026, 2.761077578738, 3.838508284831, 0.8178535050026, 0.5925307089553, 338.6065716673, 339.2724045882, 338.2405943581, 339.0278364101, -13.40183725666, 100.0307151512, 100, 100.0414230735, 663.5643362071, 674.1985283722, 663.7184188225, 664.1702865294, 662.8542980718, 662.949500124, 661.6299472155, 663.7184188225, -55.53714032976, -56.10386561811, -55.88804724078, -56.46037207039, -55.41378478997, -179.3891390081, -194.9024867886, -179.2828949324, -178.9837673192, -177.0609149535, -179.8187924945, -177.899158436, -179.2828949324, 41.23720638771, 40.83581875579, 41.19164668155, 41.22826144194, 41.13634491047, 41.1699797112
22.85, -0.3237080173919, 0, 6, 1.319524603498, 1.78398159094, 1.784454945442, 2.738533092964, 3.792230629964, 0.794444625534, 0.5648871632763, 338.9785157741, 339.6447310119, 338.6104328692, 339.3983436112, -12.91006057841, 100.0317491686, 100, 100.0426688197, 663.9590337162, 674.5531112662, 664.1125646576, 664.5661713439, 663.2551685654, 663.3432210402, 662.0286307027, 664.1125646576, -55.68563407175, -56.2264359565, -56.03169894897, -56.58028314278, -55.56209159323, -179.9607563216, -195.5015875208, -179.8550682638, -179.5568790127, -177.6306277541, -180.3888098756, -178.4657474047, -179.8550682638, 41.22699899451, 40.82545261127, 41.18073981711, 41.21750493118, 41.12643257837, 41.16018360627
22.875, -0.3138055553409, 0, 6, 1.324014679808, 1.759080659552, 1.759550585335, 2.713490879542, 3.748772383137, 0.7677324800485, 0.5348766384022, 339.3504361138, 340.0170192014, 338.9803166387, 339.7688676861, -12.41450269579, 100.0326947829, 100, 100.0437749721, 664.352177437, 674.9073273157, 664.5064239112, 664.960468437, 663.6543028711, 663.7354316278, 662.4256546183, 664.5064239112, -55.82950151611, -56.3438454604, -56.17131812928, -56.69529549009, -55.70542797149, -180.5334753083, -196.100807637, -180.4272912709, -180.1310209882, -178.2014933822, -180.9599553672, -179.0335829114, -180.4272912709, 41.21665868772, 40.81501667026, 41.16974719582, 41.20658467699, 41.11650924806, 41.15025445477
22.9, -0.3041196509236, 0, 6, 1.326305628044, 1.731116600219, 1.731580653121, 2.685541020988, 3.706183077639, 0.7376794978643, 0.4997235366791, 339.7223280932, 340.3892651305, 339.3502477872, 340.1394088419, -11.91796532701, 100.0335922238, 100, 100.0448111876, 664.7438206464, 675.2614025966, 664.9004406334, 665.353231665, 664.0517334212, 664.1261925242, 662.8210588186, 664.9004406334, -55.96814316033, -56.45552660851, -56.30686490892, -56.80472294902, -55.84256780134, -181.1072445418, -196.7000011271, -180.9992405557, -180.7061390017, -178.7734747576, -181.5321878475, -179.6026394135, -180.9992405557, 41.2062036625, 40.80450984724, 41.15865476932, 41.19558048068, 41.10656463999, 41.14027446249
22.925, -0.2938132160524, 0, 6, 1.328136735904, 1.699966025756, 1.70042298274, 2.654419534414, 3.661962993342, 0.7040632164883, 0.4587816708298, 340.0941862684, 340.7614639311, 339.7202292451, 340.5099708922, -11.42343826676, 100.0344573418, 100, 100.0458130487, 665.1340133593, 675.6155800514, 665.2950695468, 665.7445138639, 664.4474908051, 664.5155640729, 663.2148814163, 665.2950695468, -56.1009087193, -56.56096416441, -56.43749836727, -56.90796507704, -55.97296972885, -181.6820094797, -197.2990132875, -181.5706325913, -181.2821794873, -179.3465311747, -182.1054674117, -180.1728907106, -181.5706325913, 41.19566297787, 40.79392611297, 41.14744904616, 41.18453673345, 41.09659876026, 41.13030008648
