Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,Mz_L1
        0.301, -0.00392529927194, 0.395630389452, -0.191649645567, 56.9343299866, 41.1423568726, 7288.72216797, 7.80187797546, 0.0732860639691
        0.302, -0.00501085910946, 0.411704272032, -0.187696292996, 39.9312744141, 31.3447360992, 7286.95361328, 7.73372840881, 0.598384380341
        0.303, -0.00600551534444, 0.427077114582, -0.183236896992, 18.1214675903, 21.2880153656, 7278.99169922, 7.64012336731,   1.129540205
        0.304, -0.00689200451598, 0.441672742367, -0.178280323744, -7.8777794838, 11.0007648468, 7264.99609375, 7.52158641815, 1.66430008411
        0.305, -0.00765586085618, 0.455424964428, -0.172837048769, -37.3825302124, 0.513598024845, 7245.15039062, 7.37879562378,  2.2000977993
        0.306, -0.00828560814261, 0.468276619911, -0.1669190377, -69.6592483521, -10.1411809921, 7219.65576172, 7.21257352829, 2.73429131508
        0.307, -0.0087728863582, 0.480179429054, -0.160539761186, -103.942497253, -20.9299087524, 7188.73291016, 7.02387619019, 3.26420783997
        0.308, -0.00911250151694, 0.491093844175, -0.15371401608, -139.452896118, -31.8179225922, 7152.61621094, 6.81378269196,  3.7871940136
        0.309, -0.00930241495371, 0.500988721848, -0.146457865834, -175.414825439, -42.7699165344, 7111.55566406, 6.58348369598, 4.30066919327
         0.31, -0.0093436576426, 0.509840905666, -0.138788670301, -211.073455811, -53.7503128052, 7065.81396484, 6.33426952362, 4.80217504501
        0.311, -0.00924018770456, 0.517634868622, -0.130724906921, -245.710464478, -64.7236175537, 7015.66308594, 6.06751871109, 5.28941965103
